Packet Type,Malware Indicators,Alerts/Warnings,Attack Type,Attack Signature,Severity Level,Proxy Information,Firewall Logs,IDS/IPS Alerts,Traffic Type_DNS,Traffic Type_FTP,Traffic Type_HTTP,Protocol_ICMP,Protocol_TCP,Protocol_UDP,Log Source_Firewall,Log Source_Server,Network Segment_Segment A,Network Segment_Segment B,Network Segment_Segment C,Action Taken_Blocked,Action Taken_Ignored,Action Taken_Logged,Anomaly Scores_Scaled,Packet_Length_Scaled,Destination_Port_Category,Source_Port_Category,year,month,dayofweek,hour,OS_name,Os_Version_Security
1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0.21850000000000003,0.9463788300835655,1,1,3,3,6,13,Windows,0.0
1,0,1,1,1,3,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0.43210000000000004,0.834958217270195,1,1,3,5,3,22,Windows,5.2
0,0,1,0,0,3,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0.1413,0.12604456824512536,1,1,1,8,0,18,Windows,6.1
0,1,0,2,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0.9464,0.26740947075208915,1,0,1,2,6,5,Windows,2.0
0,0,1,1,0,3,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0.1935,0.34192200557103064,0,0,0,10,2,12,Macintosh,10.6
1,0,0,1,1,3,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0.4265,0.6518105849582173,1,0,2,12,3,12,Macintosh,10.5
1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0.0801,0.7896935933147632,1,1,2,4,4,21,Linux,1.0
0,0,0,2,1,3,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0.5910000000000001,0.005571030640668523,0,1,2,2,6,12,Linux,1.0
0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.37579999999999997,0.6789693593314763,1,1,1,2,5,10,Macintosh,10.7
0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.0713,0.6246518105849582,1,1,2,7,6,14,Linux,1.0
0,0,0,0,1,3,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0.8649,0.8022284122562674,1,0,1,12,1,18,Windows,6.1
0,1,0,2,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0.3934,0.9045961002785515,1,1,2,12,1,23,Macintosh,10.5
1,1,0,2,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0.662,0.48189415041782735,1,0,1,7,0,6,Windows,10.0
0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0.8201,0.42061281337047357,1,1,1,10,2,5,Windows,5.0
1,0,1,1,1,3,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0.22219999999999998,0.9289693593314763,1,1,0,12,0,2,Windows,10.0
0,1,0,2,0,2,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0.4537,0.7646239554317549,1,0,0,11,3,6,Linux,1.0
1,0,0,2,0,2,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0.3774,0.26114206128133705,1,1,1,2,6,13,Android,2.3
1,1,1,2,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0.2808,0.1901114206128134,1,0,2,1,3,20,Linux,1.0
1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0.5377000000000001,0.3321727019498607,0,1,0,9,4,1,Macintosh,10.1
0,1,1,2,0,3,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0.6339,0.11768802228412256,1,1,2,9,6,11,Windows,6.2
0,1,1,0,0,3,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0.0189,0.201949860724234,1,0,3,5,6,1,Macintosh,10.12
1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0.6677,0.49303621169916434,1,1,0,4,0,5,Macintosh,10.11
0,1,0,2,1,3,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0.4104,0.09679665738161561,1,1,1,7,4,20,Windows,6.2
0,1,1,1,1,3,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0.0255,0.6545961002785515,1,1,3,6,6,15,Macintosh,10.7
1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.48200000000000004,0.13579387186629527,0,0,3,9,3,12,iPod,4.3
1,1,1,2,1,2,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0.5893,0.8133704735376045,1,1,3,5,0,19,Windows,10.0
0,1,0,1,0,3,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.2521,0.2827298050139276,1,1,1,2,1,4,Linux,1.0
0,0,0,2,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0.6802,0.22701949860724235,1,1,3,5,4,17,Macintosh,10.6
1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0.46280000000000004,0.7834261838440112,1,0,2,7,6,5,Linux,1.0
0,0,1,2,0,2,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.0163,0.935933147632312,0,1,3,6,0,1,Windows,6.2
1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0.5991,0.21935933147632314,1,1,2,9,2,1,Macintosh,10.1
0,1,0,1,0,2,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0.2943,0.2576601671309192,1,1,2,9,1,8,Windows,5.1
1,0,1,2,0,3,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0.9468000000000001,0.7110027855153204,1,0,3,8,3,11,Macintosh,10.9
1,0,1,2,0,2,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0.1524,0.13997214484679665,1,1,3,4,4,8,Android,2.3
1,0,0,2,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0.9761,0.6998607242339833,1,0,2,7,6,21,Windows,5.2
0,1,1,2,1,3,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0.0695,0.8739554317548747,1,1,3,4,0,9,Linux,1.0
0,0,0,1,0,3,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0.015,0.9408077994428969,0,1,3,8,3,20,Linux,1.0
1,0,0,2,1,2,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0.3725,0.36142061281337046,1,1,3,3,6,11,Macintosh,10.6
0,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0.7232,0.6518105849582173,0,0,1,1,4,7,Windows,5.01
1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0.6597,0.6037604456824512,0,0,0,2,5,4,Windows,4.0
1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0.2836,0.3697771587743733,1,1,0,4,6,20,Windows,5.1
1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0.33140000000000003,0.08217270194986073,1,1,2,7,1,4,iPad,10.3
0,0,0,1,1,2,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0.4355,0.9352367688022284,1,1,1,9,2,12,Windows,2.0
1,0,1,0,1,3,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0.0002,0.9993036211699164,1,1,1,12,1,23,Windows,0.0
1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0.8322,0.2889972144846797,1,1,2,2,0,20,Windows,4.0
1,0,0,0,1,3,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.529,0.5062674094707521,1,1,0,10,0,9,Android,5.1
1,1,0,0,0,2,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0.0987,0.43454038997214484,0,1,1,6,6,7,iPhone,12.4
1,0,1,2,1,3,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.0045000000000000005,0.6469359331476323,1,1,2,2,1,2,Windows,6.2
1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0.7395999999999999,0.4798050139275766,1,1,1,11,3,1,Windows,6.1
0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0.4585,0.6023676880222841,1,0,2,12,1,10,Macintosh,10.8
1,0,0,0,1,3,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0.9085,0.42479108635097496,1,1,0,11,6,17,Linux,1.0
0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.055099999999999996,0.032729805013927575,1,1,3,4,1,10,Linux,1.0
1,1,1,0,1,2,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0.5223,0.9233983286908078,0,1,0,1,2,21,Windows,0.0
1,1,0,1,1,3,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0.5631,0.2862116991643454,1,1,1,5,1,1,Windows,2.0
1,1,0,2,1,3,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0.9903000000000001,0.3850974930362117,1,1,1,8,1,3,Linux,1.0
1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0.0694,0.7520891364902507,1,1,1,8,0,13,iPod,3.0
1,1,0,2,0,3,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0.9514,0.8098885793871866,0,1,0,11,6,17,iPhone,10.3
0,0,1,2,0,3,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0.6107,0.9505571030640668,1,0,0,2,2,21,Windows,4.0
0,1,1,1,1,3,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0.1069,0.6399721448467967,1,1,3,2,2,6,Windows,2.0
1,1,0,1,0,3,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0.5143,0.6253481894150418,1,1,0,3,3,11,Linux,1.0
1,1,0,2,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0.9301,0.33774373259052926,1,1,0,5,6,18,Windows,5.2
0,0,0,1,0,3,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0.0509,0.2096100278551532,1,1,2,5,0,16,Windows,2.0
0,0,0,1,1,3,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0.3346,0.9254874651810585,1,1,1,5,4,4,Android,5.1
1,1,0,2,1,2,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0.41979999999999995,0.37952646239554316,0,0,2,7,4,21,Linux,1.0
1,1,1,1,1,3,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0.8007,0.30153203342618384,1,0,2,1,6,11,Linux,1.0
1,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0.5810000000000001,0.40807799442896936,1,0,0,3,5,18,Windows,5.01
0,1,1,2,1,3,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0.1793,0.3307799442896936,1,0,1,10,5,1,Windows,10.0
0,0,1,2,0,3,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.89,0.8064066852367688,1,0,3,3,5,7,Windows,5.2
1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0.08810000000000001,0.23398328690807801,1,1,1,2,4,9,Macintosh,10.6
0,1,0,2,1,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0.11220000000000001,0.07451253481894152,1,1,2,7,3,18,Android,4.4
1,1,0,2,1,2,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0.17329999999999998,0.22910863509749302,1,0,3,7,1,1,Windows,10.0
1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0.9101,0.9965181058495822,0,1,2,5,4,15,Windows,1.0
0,1,0,0,0,2,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0.1832,0.5877437325905293,1,1,2,12,3,23,Macintosh,10.1
0,0,0,0,1,2,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0.0418,0.5445682451253482,0,0,0,8,5,5,Windows,0.0
1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.7961,0.4798050139275766,1,1,0,5,1,6,Windows,1.0
1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0.7046,0.5654596100278552,0,1,1,11,1,13,Windows,5.1
1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0.6668000000000001,0.7945682451253482,1,1,1,3,1,8,Macintosh,10.9
0,1,0,2,0,2,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0.4152,0.9714484679665738,1,1,1,10,6,10,Windows,0.0
0,1,1,1,0,3,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0.9689,0.2764623955431755,1,0,1,5,3,3,Windows,6.2
1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0.179,0.5487465181058496,0,1,0,1,2,12,Windows,4.0
1,1,0,0,1,3,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0.8429000000000001,0.318941504178273,1,1,1,4,1,2,Windows,6.1
1,0,1,1,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0.35590000000000005,0.24721448467966572,0,1,1,5,1,10,Android,3.2
0,1,1,0,1,2,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0.0608,0.8474930362116991,1,1,3,6,5,15,Windows,1.0
1,1,1,1,1,3,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0.6233,0.10933147632311979,1,1,2,1,1,18,Macintosh,10.11
1,1,0,0,1,2,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0.33490000000000003,0.479108635097493,0,1,0,7,0,15,Android,2.3
0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0.21710000000000002,0.9533426183844012,0,1,1,3,1,13,Windows,0.0
0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0.8733,0.9965181058495822,0,1,1,10,6,23,Linux,1.0
1,1,0,1,0,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0.3703,0.7256267409470752,1,1,3,4,5,6,Android,4.2
0,0,0,2,1,3,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0.17870000000000003,0.8363509749303621,0,1,0,9,1,8,Macintosh,10.12
1,0,0,2,0,3,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0.2953,0.9603064066852367,1,1,0,6,6,16,Macintosh,10.6
0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0.7134,0.13997214484679665,1,1,3,10,2,9,iPad,12.4
1,0,0,1,0,3,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0.2445,0.5118384401114207,1,0,0,9,4,0,Linux,1.0
0,1,1,2,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.2726,0.8823119777158774,1,1,0,4,2,10,Android,11.0
0,1,0,2,0,3,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0.6545000000000001,0.17270194986072424,1,1,3,5,2,12,Windows,5.1
1,0,1,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0.1325,0.48816155988857934,1,1,3,3,1,2,Macintosh,10.7
1,0,0,1,1,3,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0.35710000000000003,0.1511142061281337,1,1,1,12,0,12,Linux,1.0
0,0,0,1,0,3,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0.7526999999999999,0.48189415041782735,1,0,1,5,2,12,Windows,1.0
1,1,0,1,0,3,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0.0353,0.7541782729805014,1,1,2,11,2,8,Windows,6.1
0,0,0,2,1,2,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0.6464,0.7910863509749304,1,1,1,5,0,23,Macintosh,10.8
1,0,1,2,1,3,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0.0049,0.13022284122562675,1,0,2,9,0,22,iPod,4.3
1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.20600000000000002,0.5954038997214485,1,0,3,1,4,19,Linux,1.0
1,0,0,2,1,3,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.5982999999999999,0.7416434540389972,1,0,2,3,0,17,Windows,2.0
0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0.6784,0.7896935933147632,1,1,2,5,5,17,Linux,1.0
0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0.3004,0.05153203342618385,1,0,0,9,0,17,Linux,1.0
0,0,0,0,0,3,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0.7528,0.5933147632311978,0,1,2,10,1,17,iPod,3.3
0,0,1,0,0,2,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0.2119,0.9526462395543176,1,1,2,5,0,18,iPhone,10.3
1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0.0425,0.9122562674094707,1,0,3,9,0,21,Windows,5.01
0,0,1,1,1,2,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0.0698,0.3224233983286908,0,1,3,2,3,22,Windows,10.0
0,1,1,1,0,2,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0.878,0.06058495821727019,1,0,2,9,4,9,Windows,6.1
1,0,0,2,0,2,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0.4972,0.8899721448467967,1,1,1,8,1,22,Windows,6.1
1,0,1,1,1,3,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0.9363,0.7423398328690808,1,0,2,4,2,13,Linux,1.0
1,0,1,2,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.0373,0.0703342618384401,1,1,3,7,0,7,Macintosh,10.9
0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0.0161,0.44220055710306405,0,0,3,4,4,18,Linux,1.0
1,0,1,1,0,3,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.4213,0.6594707520891365,1,1,1,7,2,19,Windows,6.1
0,1,0,1,0,2,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0.6708,0.14275766016713093,1,1,0,3,1,1,Linux,1.0
1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0.8784000000000001,0.08844011142061281,1,1,1,11,4,14,Windows,1.0
1,0,1,2,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0.7813,0.5522284122562674,1,1,3,5,3,11,Linux,1.0
0,1,1,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0.7765000000000001,0.08426183844011143,1,0,1,11,5,12,Linux,1.0
1,1,0,1,0,3,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0.6132,0.8036211699164345,1,1,2,11,5,21,Linux,1.0
1,1,0,2,0,3,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0.6002000000000001,0.5403899721448469,1,1,3,3,3,3,Windows,5.1
0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0.3347,0.8126740947075209,0,1,2,3,0,10,Windows,10.0
1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0.5586,0.23746518105849584,1,1,2,5,4,1,Linux,1.0
0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0.5147999999999999,0.616991643454039,1,1,0,4,4,13,Windows,2.0
1,0,0,2,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0.3199,0.7694986072423399,1,1,0,12,3,9,Windows,1.0
1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0.9136,0.9449860724233984,1,1,1,7,3,16,iPhone,12.4
0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0.6498,0.83008356545961,1,1,0,12,2,12,iPhone,4.2
1,0,0,2,1,3,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0.6061,0.5947075208913649,1,1,0,3,4,21,Windows,10.0
1,0,1,2,0,3,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.4546,0.6831476323119777,1,1,2,3,0,8,Macintosh,10.9
1,1,1,2,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0.4676,0.43036211699164345,0,1,3,4,0,4,Windows,5.2
1,1,0,0,0,3,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0.4047,0.7771587743732591,1,0,3,3,2,16,Macintosh,10.12
0,1,1,0,0,2,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0.0909,0.7186629526462396,1,1,0,8,2,20,iPod,3.3
1,1,0,0,0,2,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.7524,0.3746518105849582,1,0,0,6,2,18,Windows,6.0
0,1,1,1,0,3,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0.9244,0.6072423398328691,1,1,3,9,5,6,Windows,5.2
1,1,0,0,1,3,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0.6456999999999999,0.47423398328690813,1,1,0,8,0,14,iPod,3.0
1,1,0,2,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0.0701,0.5571030640668524,1,1,0,2,5,7,Windows,2.0
0,1,1,2,1,3,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.0698,0.5403899721448469,1,0,2,11,6,5,Macintosh,10.7
0,0,1,0,1,3,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0.5266,0.03412256267409471,1,0,2,7,2,0,Linux,1.0
0,1,1,1,0,3,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0.6405,0.8454038997214485,0,1,3,10,1,4,Windows,5.1
1,0,1,1,1,2,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0.018500000000000003,0.9275766016713092,1,1,2,12,3,18,Android,6.0
1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0.8719,0.28969359331476324,0,1,2,7,2,20,Macintosh,10.8
1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0592,0.6601671309192201,0,1,0,7,4,0,Android,3.2
1,0,1,1,0,2,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0.1345,0.8523676880222841,1,0,2,10,2,4,Linux,1.0
1,1,0,2,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0.9723,0.6385793871866295,1,1,2,12,3,6,Linux,1.0
1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0.7762000000000001,0.697075208913649,1,0,2,6,3,4,iPhone,14.2
1,0,1,1,1,2,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0.5749000000000001,0.9512534818941504,1,1,1,10,5,13,Windows,4.0
1,0,1,1,0,3,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0.032100000000000004,0.20682451253481893,1,0,3,5,2,14,Linux,1.0
1,1,0,1,0,2,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.8972,0.059192200557103065,0,1,2,12,5,15,Android,9.0
1,1,1,0,1,2,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0.25620000000000004,0.6476323119777159,1,1,2,9,1,14,Windows,0.0
1,0,1,2,0,2,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0.1963,0.983983286908078,1,1,0,2,4,20,Windows,5.0
1,1,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0.9420999999999999,0.020194986072423392,1,1,1,2,0,0,Linux,1.0
1,1,1,0,1,2,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0.2697,0.334958217270195,1,0,1,2,0,15,Windows,5.2
0,1,1,1,0,3,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0.8131,0.5710306406685237,1,1,0,5,4,15,Linux,1.0
1,1,1,1,0,2,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0.06480000000000001,0.14345403899721448,1,1,1,9,6,9,Macintosh,10.7
0,1,1,1,1,2,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0.8362999999999999,0.16086350974930363,1,1,0,1,1,15,Macintosh,10.9
1,0,1,0,1,3,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0.3958,0.6072423398328691,1,1,2,12,0,11,Macintosh,10.1
0,1,0,2,1,3,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0.5585,0.871866295264624,0,1,2,5,3,7,Windows,2.0
0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0.6551,0.3920612813370474,1,1,2,10,1,14,Windows,5.1
1,1,1,2,1,2,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0.027000000000000003,0.20473537604456826,1,1,1,11,1,22,Macintosh,10.5
0,0,1,2,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0.3934,0.37813370473537605,0,0,0,12,3,14,Macintosh,10.1
0,1,0,1,1,3,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0.5534,0.2381615598885794,1,1,2,12,2,21,Windows,2.0
1,1,1,2,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0.5698,0.7625348189415042,1,1,0,1,5,21,Macintosh,10.7
1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0.0248,0.6942896935933148,1,1,0,3,3,21,Macintosh,10.7
0,0,1,2,0,2,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0.7977,0.6023676880222841,1,1,2,6,4,2,iPod,4.2
0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0.8662000000000001,0.4296657381615599,1,0,3,1,0,13,Windows,5.2
0,1,1,0,1,3,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0.6607999999999999,0.41086350974930363,1,1,0,12,1,23,Linux,1.0
0,0,0,2,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0.0572,0.02437325905292479,1,0,2,10,6,21,Android,7.1
1,1,1,2,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0.7874,0.9693593314763231,1,1,0,12,2,3,Android,1.6
0,1,0,2,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0.788,0.3064066852367688,1,1,3,8,2,8,Windows,5.0
